ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Your name,What is the date and time of collection?,Where are you recording the point?,"Are there no crops (fallow or pasture), one crop, or multiple crops growing in the field?",Which crop(s) are present in the field?,Other - Which crop(s) are present in the field?,"[OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?","Other - [OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?",[OPTIONAL] Additional notes,x,y
578,69d74a32-9fa2-491d-8413-703f83b68e42,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0492382,20.6666347
579,2a6ac619-07e3-48c6-bb9b-adf82f949c76,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),mai`a_(banana)",,,,,-156.0493141,20.66666406
580,b1c404eb-35e8-43f0-b21c-97b450c9429d,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0492694,20.66681237
581,6a0b28f3-d892-49ae-a6eb-1bf8cb6f6f70,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,Sold at taro festival and value-added poi in local certified kitchen,-156.0493366,20.66700851
582,34cc43e8-eeee-49eb-b375-bfaf87bf8f1b,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),`ulu_(breadfruit),mai`a_(banana)",,,,,-156.0493072,20.66679553
583,603edf1d-9993-4547-8d09-8054639ad21a,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,One crop,other,Mountain apple,,,,-156.0492688,20.66700359
584,b71814a3-7c82-4c26-976a-316a22e4efe9,4/16/2023 22:54,,4/16/2023 22:54,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),sugarcane,mai`a_(banana),`ulu_(breadfruit)",,,,,-156.0493504,20.66692672
585,313e142b-3393-4a49-8ceb-b9bae2d0f4f9,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.0372025,20.79944537
586,820925f0-35e7-4f3e-83a2-26b76ee948ae,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,'Ulu grove,-156.0379159,20.79894829
587,9181a965-690a-4638-929c-179bc68fdb74,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,'Ulu grove,-156.0380381,20.79905094
588,41791180-ac37-4d46-9783-cf588ebb459a,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.0383433,20.79916432
589,7e3e38a7-fec0-4a2c-a1a9-89faf5261663,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.0388363,20.79929285
590,9bdfd947-0b98-4ee0-b4a9-5a70eaa862c3,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.0391078,20.79938116
591,ffc623ae-ad21-40f9-ac00-11b9c778ca5c,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.0394717,20.79948826
592,7c7916aa-af3b-4bc1-b427-597bcad80e5b,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.0399881,20.79954651
593,7de4eb13-3ee9-4e1b-95c9-6084c08f1e3c,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,On the edge of the field,One crop,sugarcane,,,,,-156.0372504,20.80425723
594,899088b6-7ca6-4dd2-9eb3-e3ea15dc3575,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,On the edge of the field,One crop,kalo_(taro)_-_mala_(dryland),,,,,-156.0379067,20.80420783
595,b3037783-9317-4ac3-a6d1-525d6e8aea9d,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,On the edge of the field,One crop,`uala_(sweet_potato),,,,,-156.0380557,20.80415954
596,44d40afa-2c5c-41db-8cc7-23c45ff46312,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,On the edge of the field,One crop,other,'Olena,,,,-156.0381041,20.80402407
597,712ef094-52a0-4bdb-b517-62aef5e850d5,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,On the edge of the field,One crop,other,'Awa,,,,-156.0381691,20.80412063
598,7e95ac90-865f-4921-897c-dfba6908ac4b,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,On the edge of the field,One crop,niu_(coconut),,,,,-156.0383522,20.80503434
599,cbf8e6df-e55d-48d8-838e-abc9b8ada6c1,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,Inside the field,One crop,niu_(coconut),,,,,-156.0385748,20.80538756
600,603f487c-8e76-4f3e-a2ab-dd52a8f222e7,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.0712747,20.6501403
601,5f3b8512-bc4a-475e-a5ba-d5e65b724857,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.0708364,20.6500559
602,3149adac-ec55-4b54-81e7-3c8c3607f809,4/16/2023 22:55,,4/16/2023 22:55,,Mary,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.0719884,20.65032813
603,6ab6df77-a1c7-49af-a928-083c99c16457,4/17/2023 20:57,,4/17/2023 20:57,,Hershey Lei,,On the edge of the field,Multiple crops,"other,niu_(coconut),`ulu_(breadfruit)",cassava and alo,not applicable,,,-156.8929225,20.79286401
604,d24a86f7-b771-480a-96e0-72e17c482a5b,4/17/2023 20:57,,4/17/2023 20:57,,Hershey Lei,,Inside the field,Multiple crops,"`ulu_(breadfruit),kalo_(taro)_-_mala_(dryland),sugarcane,mai`a_(banana),`uala_(sweet_potato),other","Mamaki, chaya, and tapioca",not applicable,,"— Not irrigated YET on the farm (tying in irrigation soon)
— EXTREME temperature differences (look at where you stay, know where the wind and rain comes from, how you position everything)
— Much access to water (many systems for water) 
— Fenced off (internal and external)
— Organically grown — Natural farming 
— Many weeds
— Many pests (rats, deer, birds, cats, dogs, Hawaiian owls)
— Technology is used (data collector, systems for holding information, resources)",-156.8945812,20.79349457
605,03771869-aa84-45f0-9b59-1a51c3f0e2bd,4/22/2023 20:31,,4/22/2023 20:31,,Anna G,,Inside the field,One crop,macadamia_nut,,,,"Nearly 200 acres of max nuts, much more acreage available but needs to be cleared out first. Plans of doing so.",-156.5107313,20.92138661
606,44e0a429-f691-4576-89e0-788d39926d98,4/22/2023 20:35,,4/22/2023 20:35,,Anna G,,Inside the field,One crop,macadamia_nut,,,,Picture is of a row of macadamia nut trees.,-156.5109351,20.92198618
607,25866f10-e44c-442f-b2a0-5bc5abb53d78,4/22/2023 21:56,,4/22/2023 21:56,,jerry,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),kalo_(taro)_-_mala_(dryland),macadamia_nut",,,,lower 19 acres in variety of family farms; 200 acres of macnuthas been fallow for a year; upper area is conservation district with ancient kalo being restored. 16y organic certified.,-156.5081866,20.91860331
608,39c52d8f-bcb4-41ae-a26a-b8a4784e8f38,4/22/2023 21:56,,4/22/2023 21:56,,jerry,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),kalo_(taro)_-_mala_(dryland),macadamia_nut,tropical_fruits,other",java plum in puc,,,,-156.5109619,20.92193673
609,20dd6a27-798e-49e8-9b09-0051ae3667ab,4/22/2023 21:56,,4/22/2023 21:56,,jerry,,Inside the field,Multiple crops,other,pic is top of 19 acre misc row crop family farms' dragon fruit `2 acre to left,,,,-156.5091699,20.91930809
610,e2860467-e361-4161-a9ae-c000529f4da1,4/23/2023 5:21,,4/23/2023 5:21,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Kumu farms,-157.0933664,21.1374383
611,3e9f49e1-7e78-4ac0-b439-3c1469a993cb,4/23/2023 5:21,,4/23/2023 5:21,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0934605,21.13732812
612,49aeaad3-f48d-4005-86d6-d371eedee3e0,4/23/2023 5:21,,4/23/2023 5:21,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0935184,21.13719568
613,9af7b1e6-666a-49d1-b5df-5703a0325b32,4/23/2023 5:21,,4/23/2023 5:21,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Salad greens,-157.092714,21.13733773
614,1077d3ae-1b0a-4a1b-96c0-eb30541ec392,4/23/2023 5:21,,4/23/2023 5:21,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Salad greens,-157.0925864,21.13731661
615,57bf2c6c-ea38-43d8-8c91-8148d6eb1b11,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0924216,21.13725377
616,f52ce461-b5e0-4b6e-b4e3-75038a10c830,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0923139,21.13719324
617,84894dc2-95ba-4245-b04e-554cab1162ed,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0918983,21.13716361
618,7092e6b9-78bc-4c39-be73-bddd92e8a616,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0917036,21.13713264
619,1cc34f1b-a95b-4372-ac74-ae4e19a70855,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Kale,-157.0917116,21.13697686
620,8991dd82-698c-4f85-aea4-e52e3e1c8f47,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0918942,21.13695759
621,8414bc1d-f322-4b74-876f-e60897f9c271,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0921812,21.13708884
622,9c4a80fe-8042-4c96-bef5-3fffceaed6b9,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0925833,21.13718346
623,8e425e2b-a395-4533-b36b-4189b69199ea,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,Multiple crops,"tropical_fruits,vegetables_(e.g._leafy_greens_c",,,,"Salad greens, papaya",-157.0927406,21.13753252
624,3b866feb-4080-452f-8130-78944d999ae4,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Salad greens,-157.0923111,21.13842239
625,70239925-e80c-4a38-abda-bc2b512ae86b,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0921053,21.13846474
626,1496eea4-319b-4bf1-b6ab-1b8c2766d3e0,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0926293,21.13908836
627,8b83fd19-1572-40de-b5f1-cf56415ff58b,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0925755,21.13952291
628,fb38d289-340f-40ba-932f-8afe9de7338f,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,Fallow,,,,,,-157.0928351,21.13956935
629,a636fd2d-df2c-4d54-955e-46d18eb92809,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0931895,21.13957157
630,ed150d24-039c-4f11-842a-8c324bce735e,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0932,21.13870622
631,c018fe2b-2496-4543-ae83-3d140f08c40a,4/23/2023 5:22,,4/23/2023 5:22,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0934063,21.13852097
632,84b74717-5bcd-42d9-bc2d-786d20462926,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,Multiple crops,"tropical_fruits,vegetables_(e.g._leafy_greens_c",,,,"Salad greens, papaya nursery",-157.0942445,21.13759863
633,62d993f7-2f52-42a6-ba69-dd030d2ab783,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,Fallow,,,,,,-157.094393,21.13760747
634,a656eed4-ac84-45ad-a9f9-985fea14ec31,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,Fallow,,,,,,-157.0949802,21.13769537
635,314245d0-3fc1-4479-b866-b09010f44b79,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0952277,21.1377467
636,f8bfc1a5-d7c9-4372-a4c3-560ee2f40c13,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,Fallow,,,,,,-157.0957218,21.13782354
637,e43061fe-d82d-4ca0-aa5c-7c7021c0daad,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,Fallow,,,,,,-157.0957781,21.13789601
638,0f450a09-356b-41ea-afcb-7cd4d5b5747a,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,Fallow,,,,,,-157.0952611,21.13779916
639,cbe14f80-7912-4331-8f40-ee1698bd144d,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,One crop,`uala_(sweet_potato),,,,Decoite Potato Farm,-157.0937163,21.14043013
640,89993823-30e5-4de3-b6d6-ae80e9c355f2,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Potato,-157.0937696,21.14068931
641,06f2a981-f741-4017-a2ca-a4492e69a965,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Potato,-157.0937918,21.14102523
642,8c9114a7-1958-4345-b486-04b4c1e563d7,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Potato,-157.093814,21.14130581
643,ac83820e-8683-47c6-a122-7a9574491a4e,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,Fallow,,,,,,-157.0938978,21.14201014
644,64980db4-1eca-43d2-962a-fc1d769ee00a,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,Fallow,,,,,,-157.0939245,21.14262587
645,e5580336-5459-4a39-a2af-a50fd6ce398b,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,One crop,other,Sorgum,,,,-157.0938473,21.14333576
646,f179cd4d-0ab3-44b0-aec6-012128c427a7,4/23/2023 5:23,,4/23/2023 5:23,,Mary,,On the edge of the field,One crop,other,Sorgum,,,,-157.0938149,21.14318645
647,cec089bb-50ba-439e-b493-14978de1862d,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,On the edge of the field,One crop,other,Sorghum,,,,-157.0937943,21.14304216
648,d8207f16-fcef-45c7-9b6e-49eab5b04282,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,On the edge of the field,One crop,other,Seed corn,,,,-157.0937346,21.14275868
649,274c2f1a-b9e3-4dd4-8992-b95d2ffd79df,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Cucumber,-157.1314792,21.14462147
650,9abbe75b-35f0-4d61-b9ed-3b7a98f33744,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Citrus,-157.1317806,21.14454303
651,7ff81bd6-a16b-4a6b-9c77-9d8eefe4b8bd,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,One crop,tropical_fruits,,,,Citrus,-157.1317984,21.14450082
652,aabd3874-ffe2-413c-b30a-5d2f01c1824c,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,One crop,tropical_fruits,,,,Citrus,-157.1319668,21.14439853
653,53364d75-7248-4ce3-a65b-93213c6e3177,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,One crop,tropical_fruits,,,,Citrus,-157.1318768,21.14448997
654,bdcc3fe0-0731-49fe-bac5-93efa3da0911,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,One crop,tropical_fruits,,,,Citrus,-157.1319168,21.14445545
655,4294cc60-1348-49dd-ae38-001321ad53a4,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,One crop,other,,,,Cahew,-157.1316011,21.14434077
656,15d0ba47-3bc3-4e67-b239-4551b597f22e,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,One crop,tropical_fruits,,,,Mango,-157.1317222,21.14423411
657,a3fc0839-d873-44ee-af41-c6abe152a90d,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,One crop,sugarcane,,,,,-157.1316746,21.14417699
658,d641596d-f863-41bb-80a7-7842535b4ad4,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,,,"Onions, kale",-157.1317142,21.14405571
659,0c11a9a7-175d-451d-902a-d4b354c17e24,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,On the edge of the field,One crop,other,Tamarind,,,,-157.1317678,21.14394631
660,dd8bc28f-4669-48ea-ac01-cf0f7a40c045,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,Inside the field,Multiple crops,other,Nursery,,,,-157.1315998,21.14398155
661,b86505b8-a2cb-40ba-b67d-595a4b3fe63d,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Citrus,-156.7347471,21.1438299
662,024b2dba-8d76-4ceb-87ca-a2bb4ca94f29,4/23/2023 5:24,,4/23/2023 5:24,,Mary,,On the edge of the field,Multiple crops,tropical_fruits,,,,Citrus,-156.7350178,21.14357229
663,65dbb020-51f5-42bd-b308-50cdad24beca,4/23/2023 5:25,,4/23/2023 5:25,,Mary,,On the edge of the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,,,,-156.7348898,21.14350617
664,3c057207-e681-4186-94c9-93a0445017c9,4/23/2023 5:25,,4/23/2023 5:25,,Mary,,On the edge of the field,Multiple crops,"mai`a_(banana),vegetables_(e.g._leafy_greens_c",,,,,-156.7349051,21.14325906
665,aa2f2e50-43cc-4956-856b-0b338431472c,4/23/2023 5:25,,4/23/2023 5:25,,Mary,,On the edge of the field,Multiple crops,"mai`a_(banana),tropical_fruits,vegetables_(e.g._leafy_greens_c",,mai`a (banana),,Papaya,-156.7349237,21.14314849
666,464ca48f-41a4-4f9f-8a16-bc53887a22b1,4/23/2023 5:25,,4/23/2023 5:25,,Mary,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),tropical_fruits,vegetables_(e.g._leafy_greens_c",,,,,-156.7349047,21.14305239
667,5c5ec036-0214-4863-87f2-3856cbb069aa,4/23/2023 5:25,,4/23/2023 5:25,,Mary,,On the edge of the field,Multiple crops,"mai`a_(banana),tropical_fruits,vegetables_(e.g._leafy_greens_c",,,,Mango,-156.7349119,21.14297028
668,c4932418-0ea1-4364-959f-f35c4a9cdc85,4/23/2023 5:25,,4/23/2023 5:25,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Citrus,-156.7349178,21.14295863
669,6970f320-7930-432a-8e43-03731cd9ed21,4/23/2023 5:25,,4/23/2023 5:25,,Mary,,On the edge of the field,One crop,kalo_(taro)_-_mala_(dryland),,,,,-156.7806161,21.08512087
